pass_label,playType_unknown,gameId,playId,playId_is_negative,playNumber,period,clock,offense,defense,play_offenseScore,play_defenseScore,prev_non_pat_playType,prev_offense,prev_offenseScore,prev_defenseScore,next_non_pat_playType,delta_team_a_signed,delta_team_b_signed,abs_delta_total,playText,template_label,exception_reason
n50_verification,Punt,400869354,400869354101887501,0,5,1,11:24,North Texas,Bethune-Cookman,0,7,Punt,Bethune-Cookman,0.0,0.0,Rush,7.0,0.0,7.0,"Eric Keena punt for 56 yds , Frank Brown returns for 88 yds for a TD, (Uriel Hernandez KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869440,400869440103865001,0,5,3,13:49,Florida State,Louisville,10,42,Pass Reception,Louisville,28.0,10.0,Punt,14.0,0.0,14.0,"Logan Tyler punt for 47 yds , Jaire Alexander returns for 69 yds for a TD, (Evan O'Hara KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869642,400869642101927401,0,6,1,7:25,Rutgers,Maryland,0,14,Punt,Maryland,7.0,0.0,Pass Incompletion,7.0,0.0,7.0,"Michael Cintron punt for 48 yds , Teldrick Morgan returns for 83 yds for a TD, (Adam Greene KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400934491,400934491102966001,0,5,2,3:39,Central Arkansas,Kansas State,16,31,Pass Incompletion,Kansas State,17.0,16.0,Rush,14.0,0.0,14.0,"Matt Cummins punt for 36 yds , D.J. Reed returns for 62 yds for a TD, (Matthew McCrane KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401012814,401012814103867301,0,6,3,13:26,Illinois,Iowa,0,42,Timeout,Iowa,35.0,0.0,Pass Reception,7.0,0.0,7.0,"Blake Hayes punt for 39 yds , Kyle Groeneweg returns for 61 yds for a TD (Miguel Recinos KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401013072,401013072103926801,0,5,3,7:31,Southern,TCU,7,55,Punt,Southern,7.0,41.0,Rush,0.0,14.0,14.0,"Cesar Barajas punt for 42 yds , Derius Davis returns for 73 yds for a TD (Jonathan Song KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401014978,401014978102929501,0,8,2,7:4,Jackson State,Southern Miss,0,24,Penalty,Southern Miss,17.0,0.0,Rush,7.0,0.0,7.0,"Christian Jacquemin punt for 41 yds , Quez Watkins returns for 81 yds for a TD (Parker Shaunfield KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401019528,401019528104876801,0,6,4,12:31,Tulsa,Memphis,14,47,Penalty,Memphis,34.0,14.0,Fumble Recovery (Opponent),13.0,0.0,13.0,"Thomas Bennett punt for 38 yds , John Pop Williams returns for 72 yds for a TD (Riley Patterson KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401020787,401020787101976102,0,5,1,2:38,Akron,Ohio,0,21,Pass Reception,Akron,0.0,21.0,Sack,0.0,0.0,0.0,"Nick Gasser punt for 36 yds , Kylan Nelson returns for 37 yds for a TD (Louie Zervos KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401022519,401022519102979101,0,6,2,2:8,Tennessee Tech,Utah State,6,45,Passing Touchdown,Utah State,38.0,6.0,End of Half,7.0,0.0,7.0,"Luke Maynard punt for 36 yds , Jordan Nathan returns for 59 yds for a TD (Dominik Eberle KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401032088,401032088101995401,0,5,1,0:45,Penn State,Kentucky,0,10,Pass Reception,Penn State,0.0,3.0,Rush,0.0,7.0,7.0,"Blake Gillikin punt for 56 yds , Lynn Bowden Jr. returns for 58 yds for a TD (Miles Butler KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401112460,401112460103869601,0,4,3,13:3,Ball State,NC State,7,27,Pass Incompletion,NC State,20.0,7.0,Penalty,7.0,0.0,7.0,"Nathan Snyder punt for 39 yds , Thayer Thomas returns for 76 yds for a TD, (Christopher Dunn KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401114161,401114161102959801,0,8,2,4:1,Oregon State,Arizona State,21,21,Rush,Oregon State,14.0,14.0,Rush,7.0,7.0,14.0,"Daniel Rodriguez punt for 48 yds , Brandon Aiyuk returns for 63 yds for a TD (Christian Zendejas KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401114235,401114235103896201,0,6,3,10:37,BYU,Washington,12,38,Pass Reception,BYU,9.0,24.0,Pass Incompletion,3.0,14.0,17.0,"Jake Oldroyd punt for 46 yds , Aaron Fuller returns for 88 yds for a TD, (Peyton Henry KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401236010,401236010102999901,0,7,2,0:0,Kansas,Kansas State,7,34,Pass Reception,Kansas,0.0,20.0,Rushing Touchdown,7.0,14.0,21.0,"Reis Vernon punt for 32 yds , Phillip Brooks returns for 52 yds for a TD (Blake Lynch KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401240039,401240039102934701,0,5,2,6:52,The Citadel,South Florida,6,13,Rush,South Florida,7.0,6.0,Punt,6.0,0.0,6.0,"Matt Campbell punt for a loss of 10 yards , Omarion Dollison returns for no gain for a TD SOUTH FLORIDA Penalty, delay of game (-5 Yards) to the Citad 8 (Spencer Shrader PAT MISSED)",PUNT_RETURN_TD,
n50_verification,Punt,401249043,401249043103975101,0,4,3,2:48,San José State,Boise State,19,13,Punt,Boise State,6.0,19.0,Pass Incompletion,7.0,0.0,7.0,"Elijah Fischer punt for 39 yds , Avery Williams returns for 69 yds for a TD (Jonah Dalmas KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401249428,401249428102986901,0,10,2,1:30,Utah,Colorado,7,14,Rush,Colorado,21.0,27.0,Rush,-7.0,-20.0,27.0,"Ben Lennon punt for 42 yds , Brenden Rice returns for 81 yds for a TD (Evan Price KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401267164,401267164101976301,0,6,1,2:36,Arkansas,Alabama,3,10,Rush,Arkansas,0.0,3.0,Pass Reception,3.0,7.0,10.0,"Reid Bauer punt for 42 yds , DeVonta Smith returns for 84 yds for a TD (Will Reichard KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401282645,401282645102957601,0,6,2,4:23,Richmond,Virginia Tech,7,14,Punt,Virginia Tech,7.0,7.0,Punt,7.0,0.0,7.0,"Aaron Trusler punt for 42 yds , Tayvion Robinson returns for 60 yds for a TD, (John Parker Romo KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401309553,401309553103969601,0,4,3,3:3,Toledo,Colorado State,6,13,Pass Incompletion,Colorado State,6.0,6.0,Pass Reception,7.0,0.0,7.0,"Bailey Flint punt for 55 yds , Thomas Pannunzio returns for 70 yds for a TD, (Cayden Camper KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401404027,401404027104976801,0,9,4,2:31,Arizona,Utah,12,45,Penalty,Utah,31.0,10.0,Pass Reception,14.0,2.0,16.0,"Kyle Ostendorp punt for 45 yds for a SAFETY , Tiquan Gilmore returns for 45 yds",EXCEPTION_SAFETY,"safety on punt-typed scoring play: 'Kyle Ostendorp punt for 45 yds for a SAFETY , Tiquan Gilmore returns for 45 yds'"
n50_verification,Punt,401404108,401404108101867901,0,5,1,13:20,Texas Tech,TCU,0,7,Rush,TCU,34.0,24.0,Pass Incompletion,-27.0,-24.0,51.0,"Austin McNamara punt for 54 yds , Derius Davis returns for 82 yds for a TD, (Griffin Kell KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401437034,401437034102964501,0,4,2,3:54,Boise State,Fresno State,3,7,Rush,Fresno State,0.0,3.0,Pass Interception Return,7.0,0.0,7.0,"James Ferguson-Reynolds punt for 45 yds , Nikko Remigio returns for 70 yds for a TD (Abraham Montano KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401520278,401520278101887101,0,5,1,11:28,UTEP,Louisiana Tech,0,14,Rush,Louisiana Tech,0.0,0.0,Punt,14.0,0.0,14.0,"Joshua Sloan punt for 43 yds , Smoke Harris returns for 67 yds for a TD (Jacob Barnes KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401520380,401520380101895501,0,5,1,10:44,Arkansas,Auburn,0,14,Pass Incompletion,Auburn,0.0,0.0,Punt,14.0,0.0,14.0,"Max Fletcher punt for 48 yds , Keionte Scott returns for 74 yds for a TD (Alex McPherson KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401532444,401532444103976701,0,7,3,2:32,Western Michigan,Northern Illinois,0,21,Rush,Northern Illinois,14.0,0.0,Punt,7.0,0.0,7.0,"Carson Voss punt for 33 yds , Dane Pardridge returns for 55 yds for a TD (Kanon Woodill KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401636864,401636864102856201,0,6,2,14:37,Arizona,Kansas State,7,14,Pass Incompletion,Kansas State,0.0,7.0,Pass Interception Return,14.0,0.0,14.0,"Tyler Loop punt for 48 yds , Dylan Edwards returns for 71 yds for a TD (Chris Tennant KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401643727,401643727102866701,0,7,2,13:32,Air Force,New Mexico,3,14,Rush,New Mexico,0.0,3.0,Rush,14.0,0.0,14.0,"Luke Freer punt for 57 yds , Luke Wysong returns for 79 yds for a TD (Luke Drzewiecki KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401643779,401643779103894601,0,6,3,10:53,Tulsa,Arkansas State,17,21,Timeout,Arkansas State,7.0,17.0,Rushing Touchdown,14.0,0.0,14.0,"Angus Davies punt for 58 yds , Courtney Jackson returns for 77 yds for a TD (Clune Van Andel KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401645316,401645316104885001,0,5,4,11:49,Alcorn State,UAB,3,41,Rush,UAB,31.0,3.0,Penalty,10.0,0.0,10.0,"Elijah Gorman punt for 32 yds , Kam Shanks returns for 57 yds for a TD (Jonah Delange KICK)",PUNT_RETURN_TD,
n50_verification,Punt,401645318,401645318101928001,0,6,1,7:19,Northwestern State,Tulsa,7,14,Pass Reception,Tulsa,0.0,7.0,Rush,14.0,0.0,14.0,"Reed Honshtein punt for 34 yds , Kamdyn Benjamin returns for 66 yds for a TD (Seth Morgan KICK)",PUNT_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400756968,400756968102889801,0,2,2,11:1,Boston College,Virginia Tech,0,17,Rush,Virginia Tech,10.0,0.0,Rush,7.0,0.0,7.0,"Jordan Gowins run for a loss of 1 yard Jordan Gowins fumbled, forced by Andrew Motuapuaka, recovered by VTech Andrew Motuapuaka  , return for 34 yds, (Joey Slye KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400757044,400757044103875301,0,5,3,12:46,Washington State,California,21,20,Rush,California,7.0,21.0,Pass Reception,13.0,0.0,13.0,"Zach Charme run for a loss of 4 yards, Zach Charme fumbled, forced by Tony Mekari, recovered by Cal Stefan McClure , return for 45 yds for a TD, (Matt Anderson KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400760498,400760498102915101,0,7,2,8:48,Army,Tulane,7,21,Passing Touchdown,Tulane,14.0,7.0,Pass Incompletion,7.0,0.0,7.0,"Ahmad Bradshaw run for a loss of 2 yards Ahmad Bradshaw fumbled, forced by Tanzel Smart, recovered by Tulan Parry Nickerson  , return for 48 yds, (Andrew DiRocco KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400763512,400763512101936801,0,7,1,6:31,Air Force,Michigan State,0,14,Rush,Michigan State,0.0,0.0,Rush,14.0,0.0,14.0,"D.J. Johnson run for 3 yds D.J. Johnson fumbled, recovered by MchSt Rj Williamson  , return for 64 yds, (Michael Geiger KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400763513,400763513103905501,0,11,3,9:44,Minnesota,Kent State,10,7,Passing Touchdown,Minnesota,10.0,0.0,Punt,0.0,7.0,7.0,"Mitch Leidner pass complete to Rashad Still for 9 yds for a TD Rashad Still fumbled, forced by Demetrius Monday, recovered by KntSt Demetrius Monday  , return for 80 yds, (Shane Hynes KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400787452,400787452104935601,0,9,4,6:43,Georgia Southern,New Mexico State,56,26,Rush,Georgia Southern,49.0,14.0,Rush,7.0,12.0,19.0,"Vegas Harley run for 4 yds Vegas Harley fumbled, forced by Robert Wagner, recovered by NMxSt Will Clement  , return for 74 yds, (Two-Point Conversion failed )",EXCEPTION,"unrecognized fumble-rec-opp template: 'Vegas Harley run for 4 yds Vegas Harley fumbled, forced by Robert Wagner, recovered by NMxSt Will Clement  , return for 74 yds, (Two-Point Conversion failed )'"
n50_verification,Fumble Recovery (Opponent),400787466,400787466103958001,0,2,3,4:19,Idaho,South Alabama,24,21,Pass Incompletion,Idaho,24.0,14.0,Rush,0.0,7.0,7.0,"Elijhaa Penny run for 1 yd Elijhaa Penny fumbled, forced by Blake Dees, recovered by SAlab Devon Earl  , return for 57 yds, (Aleem Sunanon KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400787472,400787472101887101,0,2,1,11:28,Georgia Southern,Troy,0,10,Pass Incompletion,Troy,0.0,0.0,Rush,10.0,0.0,10.0,"Kevin Ellison run for a loss of 5 yards Kevin Ellison fumbled, recovered by Troy Demetrius Cain  , return for 19 yds, (Jed Solomon KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400787480,400787480102916601,0,11,2,8:33,Georgia Southern,South Alabama,7,14,Pass Reception,South Alabama,0.0,0.0,Field Goal Good,14.0,7.0,21.0,"LA Ramsby run for a loss of 3 yards LA Ramsby fumbled, forced by Akeem Lewis, recovered by SAlab Devon Earl  , return for 62 yds, (Aleem Sunanon KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400868933,400868933102974901,0,6,2,2:50,Utah State,BYU,3,14,Penalty,BYU,7.0,3.0,Rush,7.0,0.0,7.0,"Damion Hobbs run for no gain Damion Hobbs fumbled, forced by Logan Taele, recovered by BYU Michael Shelton  , return for 52 yds, (Rhett Almond KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400869031,400869031104906601,0,8,4,9:33,Kentucky,Mississippi State,34,31,End Period,Mississippi State,24.0,27.0,Field Goal Good,7.0,7.0,14.0,"Stephen Johnson run for a loss of 2 yards Stephen Johnson fumbled, forced by Cory Thomas, recovered by MisSt Mark McLaurin  , return for 81 yds, (Westin Graves KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400869158,400869158103916001,0,3,3,8:39,UCLA,Oregon State,24,21,Pass Reception,Oregon State,14.0,24.0,Pass Reception,7.0,0.0,7.0,"Mike Fafaul pass complete to Jordan Lasley for 4 yds for a TD Jordan Lasley fumbled, recovered by OrgSt Manase Hungalu  , return for 40 yds, (Garrett Owens KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400869170,400869170104894301,0,1,4,10:56,Utah,Colorado,16,27,Pass Reception,Colorado,20.0,16.0,Kickoff Return (Offense),7.0,0.0,7.0,"Joe Williams run for a loss of 3 yards Joe Williams fumbled, forced by Rick Gamboa, recovered by Colo Kenneth Olugbode  , return for 10 yds, (Davis Price KICK)",FUMBLE_RETURN_TD,
n50_verification,Fumble Recovery (Opponent),400869194,400869194102858401,0,5,2,14:15,Wyoming,UC Davis,14,9,Penalty,UC Davis,0.0,14.0,Rushing Touchdown,9.0,0.0,9.0,"Josh Allen run for a loss of 8 yards Josh Allen fumbled, forced by Zak Pettit, recovered by UCDav Keleen Culberson  , return for 21 yds, (Matt Blair PAT MISSED)",EXCEPTION,"unrecognized fumble-rec-opp template: 'Josh Allen run for a loss of 8 yards Josh Allen fumbled, forced by Zak Pettit, recovered by UCDav Keleen Culberson  , return for 21 yds, (Matt Blair PAT MISSED)'"
