game_id,season,season_type,week,fav_team,dog_team,trigger_play_id,play_number,trigger_play_type,quarter,drive_number_in_game,fav_deficit,dog_score_at_trigger,fav_score_at_trigger,dog_points_from_explosives,dog_points_from_sustained,dog_points_from_returns,bucket_sum,delta,dog_explosive_play_count
401520201,2023,regular,2,Texas A&M,Miami,401520201102998601,7,Passing Touchdown,2,12,3,21,17,18,3,6,27,-6,10
401520206,2023,regular,2,Missouri,Middle Tennessee,401520206102918501,15,Passing Touchdown,2,8,3,7,3,9,0,2,11,-4,7
401520215,2023,regular,2,Virginia Tech,Purdue,401520215102869601,11,Field Goal Good,2,5,10,10,0,12,0,0,12,-2,8
401525495,2023,regular,2,North Carolina,App State,401525495102888901,23,Field Goal Good,2,4,3,3,0,15,12,0,27,-24,9
401525496,2023,regular,2,Pittsburgh,Cincinnati,401525496101914201,5,Field Goal Good,1,4,10,10,0,12,0,0,12,-2,5
401525831,2023,regular,2,Houston,Rice,401525831101958201,7,Rushing Touchdown,1,3,10,14,0,6,12,0,18,-4,5
401525831,2023,regular,2,Houston,Rice,401525831101958201,7,Rushing Touchdown,1,3,14,14,0,6,12,0,18,-4,5
401531842,2023,regular,2,Louisiana,Old Dominion,401531842102958401,11,Rushing Touchdown,2,8,3,17,10,24,0,0,24,-7,9
401531842,2023,regular,2,Louisiana,Old Dominion,401531842102958401,11,Rushing Touchdown,2,8,7,17,10,24,0,0,24,-7,9
401520220,2023,regular,3,Arkansas,BYU,401520220102874501,11,Rushing Touchdown,2,11,3,21,14,24,3,0,27,-6,5
401520220,2023,regular,3,Arkansas,BYU,401520220102874501,11,Rushing Touchdown,2,11,7,21,14,24,3,0,27,-6,5
401520224,2023,regular,3,Tennessee,Florida,401520224102907101,15,Rushing Touchdown,2,5,3,12,7,15,6,0,21,-9,6
401520236,2023,regular,3,Kansas State,Missouri,401520236101964101,8,Field Goal Good,1,4,3,10,7,18,0,0,18,-8,6
401520238,2023,regular,3,New Mexico,New Mexico State,401520238102866701,11,Rushing Touchdown,2,4,3,7,3,15,0,0,15,-8,7
401520238,2023,regular,3,New Mexico,New Mexico State,401520238103988201,15,Field Goal Good,3,12,10,20,10,21,0,0,21,-1,7
401525839,2023,regular,3,Oklahoma State,South Alabama,401525839101938101,15,Field Goal Good,1,2,3,3,0,24,3,0,27,-24,6
401525839,2023,regular,3,Oklahoma State,South Alabama,401525839101989801,9,Passing Touchdown,1,4,7,10,0,18,3,0,21,-11,5
401525839,2023,regular,3,Oklahoma State,South Alabama,401525839101989801,9,Passing Touchdown,1,4,10,10,0,18,3,0,21,-11,5
401531412,2023,regular,3,App State,East Carolina,401531412101898501,10,Rushing Touchdown,1,3,3,7,0,0,0,12,12,-5,7
401531412,2023,regular,3,App State,East Carolina,401531412101898501,10,Rushing Touchdown,1,3,7,7,0,0,0,12,12,-5,7
401532403,2023,regular,3,Toledo,San José State,401532403102925201,14,Field Goal Good,2,5,3,3,0,12,0,0,12,-9,3
401520253,2023,regular,4,Hawai'i,New Mexico State,401520253102879301,16,Field Goal Good,2,5,10,10,0,12,0,0,12,-2,7
401520255,2023,regular,4,Illinois,Florida Atlantic,401520255101968501,7,Field Goal Good,1,4,3,3,0,0,6,0,6,-3,4
401520256,2023,regular,4,Indiana,Akron,401520256103896601,10,Rushing Touchdown,3,15,3,10,7,8,12,0,20,-10,8
401520258,2023,regular,4,LSU,Arkansas,401520258101944301,13,Field Goal Good,1,3,3,3,0,12,0,0,12,-9,8
401520262,2023,regular,4,Middle Tennessee,Colorado State,401520262101907301,13,Field Goal Good,1,2,3,3,0,12,0,6,18,-15,4
401525507,2023,regular,4,Florida State,Clemson,401525507101985201,18,Field Goal Good,1,3,3,3,0,18,0,0,18,-15,9
401525508,2023,regular,4,Wake Forest,Georgia Tech,401525508101955001,7,Passing Touchdown,1,3,3,7,3,6,3,0,9,-2,6
401525848,2023,regular,4,Kansas State,UCF,401525848101985201,9,Passing Touchdown,1,4,3,10,7,15,0,0,15,-5,7
401525850,2023,regular,4,Texas Tech,West Virginia,401525850101984601,15,Rushing Touchdown,1,5,3,7,3,9,3,0,12,-5,5
401526835,2023,regular,4,Massachusetts,New Mexico,401526835101937901,7,Passing Touchdown,1,3,3,7,0,6,6,0,12,-5,4
401526835,2023,regular,4,Massachusetts,New Mexico,401526835101937901,7,Passing Touchdown,1,3,7,7,0,6,6,0,12,-5,4
401531338,2023,regular,4,Northern Illinois,Tulsa,401531338102859701,11,Rushing Touchdown,2,7,3,9,0,6,6,2,14,-5,4
401531338,2023,regular,4,Northern Illinois,Tulsa,401531338102859701,11,Rushing Touchdown,2,7,7,9,0,6,6,2,14,-5,4
401531423,2023,regular,4,Rice,South Florida,401531423101927701,15,Field Goal Good,1,2,3,3,0,33,0,0,33,-30,11
401531874,2023,regular,4,Southern Miss,Arkansas State,401531874102854801,5,Field Goal Good,2,6,10,17,7,12,6,0,18,-1,6
401520280,2023,regular,5,Georgia,Auburn,401520280101939501,9,Field Goal Good,1,3,3,3,0,12,0,0,12,-9,8
401520281,2023,regular,5,Iowa,Michigan State,401520281102889501,16,Field Goal Good,2,6,3,6,3,0,6,6,12,-6,5
401520292,2023,regular,5,Utah State,UConn,401520292101988501,14,Rushing Touchdown,1,5,3,7,0,21,0,0,21,-14,9
401520292,2023,regular,5,Utah State,UConn,401520292101988501,14,Rushing Touchdown,1,5,7,7,0,21,0,0,21,-14,9
401520293,2023,regular,5,Missouri,Vanderbilt,401520293101965301,10,Rushing Touchdown,1,3,3,7,3,12,0,0,12,-5,7
401525516,2023,regular,5,Pittsburgh,Virginia Tech,401525516101894801,5,Passing Touchdown,1,2,3,7,0,6,6,0,12,-5,5
401525516,2023,regular,5,Pittsburgh,Virginia Tech,401525516101894801,5,Passing Touchdown,1,2,7,7,0,6,6,0,12,-5,5
401525851,2023,regular,5,BYU,Cincinnati,401525851102995501,10,Field Goal Good,2,9,3,10,7,12,0,0,12,-2,8
401526836,2023,regular,5,Massachusetts,Arkansas State,401526836102926301,9,Passing Touchdown,2,11,21,31,7,30,9,0,39,-8,10
401531414,2023,regular,5,Rice,East Carolina,401531414101928201,15,Field Goal Good,1,2,3,3,0,3,3,0,6,-3,8
401531429,2023,regular,5,Memphis,Boise State,401531429101939001,10,Field Goal Good,1,3,3,3,0,24,0,0,24,-21,7
401531879,2023,regular,5,Georgia State,Troy,401531879101929201,12,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,4
401531882,2023,regular,5,App State,UL Monroe,401531882101938901,9,Rushing Touchdown,1,5,10,14,0,18,0,0,18,-4,12
401531882,2023,regular,5,App State,UL Monroe,401531882101938901,9,Rushing Touchdown,1,5,14,14,0,18,0,0,18,-4,12
401532410,2023,regular,5,Central Michigan,Eastern Michigan,401532410102968201,12,Field Goal Good,2,6,3,10,7,18,0,0,18,-8,8
401520298,2023,regular,6,Army,Boston College,401520298102987501,21,Rushing Touchdown,2,9,7,13,3,18,0,0,18,-5,9
401520298,2023,regular,6,Army,Boston College,401520298102987501,21,Rushing Touchdown,2,9,10,13,3,18,0,0,18,-5,9
401520301,2023,regular,6,Illinois,Nebraska,401520301101984001,13,Field Goal Good,1,2,3,3,0,6,3,0,9,-6,7
401520301,2023,regular,6,Illinois,Nebraska,401520301102935201,14,Rushing Touchdown,2,6,7,10,0,9,3,0,12,-2,7
401520301,2023,regular,6,Illinois,Nebraska,401520301102935201,14,Rushing Touchdown,2,6,10,10,0,9,3,0,12,-2,7
401520305,2023,regular,6,LSU,Missouri,401520305101904901,10,Passing Touchdown,1,2,3,8,0,24,0,0,24,-16,11
401520305,2023,regular,6,LSU,Missouri,401520305101904901,10,Passing Touchdown,1,2,7,8,0,24,0,0,24,-16,11
401520307,2023,regular,6,Ohio State,Maryland,401520307102874301,13,Field Goal Good,2,6,10,10,0,6,6,0,12,-2,4
401520308,2023,regular,6,Ole Miss,Arkansas,401520308101939101,17,Passing Touchdown,1,2,3,7,0,6,6,0,12,-5,5
401520308,2023,regular,6,Ole Miss,Arkansas,401520308101939101,17,Passing Touchdown,1,2,7,7,0,6,6,0,12,-5,5
401520310,2023,regular,6,Alabama,Texas A&M,401520310101946501,7,Field Goal Good,1,3,3,3,0,6,0,0,6,-3,5
401524025,2023,regular,6,USC,Arizona,401524025101898701,8,Field Goal Good,1,2,3,3,0,6,6,0,12,-9,9
401524025,2023,regular,6,USC,Arizona,401524025101954001,10,Passing Touchdown,1,4,7,10,0,9,6,0,15,-5,10
401524025,2023,regular,6,USC,Arizona,401524025101954001,10,Passing Touchdown,1,4,10,10,0,9,6,0,15,-5,10
401524025,2023,regular,6,USC,Arizona,401524025102869401,13,Passing Touchdown,2,6,14,17,0,24,6,0,30,-13,12
401524028,2023,regular,6,UCLA,Washington State,401524028101884301,6,Field Goal Good,1,3,3,3,0,0,6,0,6,-3,0
401525439,2023,regular,6,Notre Dame,Louisville,401525439101939401,13,Passing Touchdown,1,2,3,7,0,6,12,0,18,-11,5
401525439,2023,regular,6,Notre Dame,Louisville,401525439101939401,13,Passing Touchdown,1,2,7,7,0,6,12,0,18,-11,5
401525857,2023,regular,6,Kansas State,Oklahoma State,401525857101924501,15,Rushing Touchdown,1,2,3,7,0,15,0,6,21,-14,7
401525857,2023,regular,6,Kansas State,Oklahoma State,401525857101924501,15,Rushing Touchdown,1,2,7,7,0,15,0,6,21,-14,7
401525857,2023,regular,6,Kansas State,Oklahoma State,401525857101999501,9,Field Goal Good,1,6,10,10,0,6,0,6,12,-2,6
401525860,2023,regular,6,UCF,Kansas,401525860101965701,14,Field Goal Good,1,2,3,3,0,30,6,0,36,-33,11
401525860,2023,regular,6,UCF,Kansas,401525860102865601,10,Passing Touchdown,2,4,7,10,0,18,0,0,18,-8,10
401525860,2023,regular,6,UCF,Kansas,401525860102865601,10,Passing Touchdown,2,4,10,10,0,18,0,0,18,-8,10
401525860,2023,regular,6,UCF,Kansas,401525860102936801,13,Rushing Touchdown,2,6,14,17,0,30,0,0,30,-13,11
401531380,2023,regular,6,South Florida,UAB,401531380101926701,9,Passing Touchdown,1,4,3,14,7,36,0,0,36,-22,12
401531380,2023,regular,6,South Florida,UAB,401531380101926701,9,Passing Touchdown,1,4,7,14,7,36,0,0,36,-22,12
401531380,2023,regular,6,South Florida,UAB,401531380102997202,11,Rushing Touchdown,2,14,21,35,14,42,0,0,42,-7,13
401531433,2023,regular,6,Navy,North Texas,401531433101975601,9,Field Goal Good,1,3,3,3,0,6,0,0,6,-3,5
401532415,2023,regular,6,Central Michigan,Buffalo,401532415101968601,9,Field Goal Good,1,6,10,10,0,12,3,12,27,-17,5
401532591,2023,regular,6,Fresno State,Wyoming,401532591101934001,14,Field Goal Good,1,2,3,3,0,6,6,0,12,-9,2
401524030,2023,regular,7,Washington State,Arizona,401524030102854601,10,Rushing Touchdown,2,6,7,17,6,18,3,0,21,-4,8
401524030,2023,regular,7,Washington State,Arizona,401524030102854601,10,Rushing Touchdown,2,6,10,17,6,18,3,0,21,-4,8
401524030,2023,regular,7,Washington State,Arizona,401524030102919201,11,Field Goal Good,2,8,14,20,6,24,3,0,27,-7,9
401524030,2023,regular,7,Washington State,Arizona,401524030103974201,16,Rushing Touchdown,3,15,21,30,6,30,3,0,33,-3,9
401525525,2023,regular,7,Louisville,Pittsburgh,401525525103966001,15,Rushing Touchdown,3,17,3,24,21,18,3,6,27,-3,5
401525526,2023,regular,7,North Carolina,Miami,401525526102948201,11,Passing Touchdown,2,9,3,14,7,9,6,0,15,-1,6
401525526,2023,regular,7,North Carolina,Miami,401525526102948201,11,Passing Touchdown,2,9,7,14,7,9,6,0,15,-1,6
401525862,2023,regular,7,West Virginia,Houston,401525862101959602,18,Kickoff Return Touchdown,1,2,3,7,3,24,6,0,30,-23,6
401525864,2023,regular,7,Kansas,Oklahoma State,401525864101927401,9,Passing Touchdown,1,3,10,14,0,12,3,0,15,-1,6
401525864,2023,regular,7,Kansas,Oklahoma State,401525864101927401,9,Passing Touchdown,1,3,14,14,0,12,3,0,15,-1,6
401531420,2023,regular,7,South Florida,Florida Atlantic,401531420101885601,8,Passing Touchdown,1,2,3,7,0,12,0,6,18,-11,13
401531420,2023,regular,7,South Florida,Florida Atlantic,401531420101885601,8,Passing Touchdown,1,2,7,7,0,12,0,6,18,-11,13
401531420,2023,regular,7,South Florida,Florida Atlantic,401531420102894001,8,Rushing Touchdown,2,8,10,14,0,12,0,6,18,-4,13
401531420,2023,regular,7,South Florida,Florida Atlantic,401531420102894001,8,Rushing Touchdown,2,8,14,14,0,12,0,6,18,-4,13
401532424,2023,regular,7,Ohio,Northern Illinois,401532424101918101,9,Rushing Touchdown,1,3,3,7,0,6,3,0,9,-2,5
401532424,2023,regular,7,Ohio,Northern Illinois,401532424101918101,9,Rushing Touchdown,1,3,7,7,0,6,3,0,9,-2,5
401520333,2023,regular,8,Alabama,Tennessee,401520333101979901,16,Field Goal Good,1,5,10,10,0,12,3,0,15,-5,8
401524035,2023,regular,8,Oregon,Washington State,401524035101956201,8,Field Goal Good,1,3,3,3,0,15,0,0,15,-12,8
401525528,2023,regular,8,Georgia Tech,Boston College,401525528101914801,7,Field Goal Good,1,4,3,3,0,6,0,6,12,-9,7
401525528,2023,regular,8,Georgia Tech,Boston College,401525528102994701,15,Rushing Touchdown,2,11,7,17,10,21,0,6,27,-10,10
401525530,2023,regular,8,Florida State,Duke,401525530101904901,6,Rushing Touchdown,1,2,3,7,0,0,3,6,9,-2,2
401525530,2023,regular,8,Florida State,Duke,401525530101904901,6,Rushing Touchdown,1,2,7,7,0,0,3,6,9,-2,2
401525871,2023,regular,8,Oklahoma,UCF,401525871102959801,14,Field Goal Good,2,11,3,10,7,21,3,0,24,-14,8
401525872,2023,regular,8,West Virginia,Oklahoma State,401525872101889901,10,Field Goal Good,1,3,3,3,0,36,0,0,36,-33,10
401525872,2023,regular,8,West Virginia,Oklahoma State,401525872101928001,6,Rushing Touchdown,1,5,7,10,0,18,0,0,18,-8,8
401525872,2023,regular,8,West Virginia,Oklahoma State,401525872101928001,6,Rushing Touchdown,1,5,10,10,0,18,0,0,18,-8,8
401531406,2023,regular,8,East Carolina,Charlotte,401531406101936101,15,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,4
401531894,2023,regular,8,Georgia Southern,UL Monroe,401531894101884801,5,Passing Touchdown,1,2,3,7,0,12,0,0,12,-5,9
401531894,2023,regular,8,Georgia Southern,UL Monroe,401531894101884801,5,Passing Touchdown,1,2,7,7,0,12,0,0,12,-5,9
401532425,2023,regular,8,Central Michigan,Ball State,401532425102944001,14,Field Goal Good,2,6,7,10,3,12,0,0,12,-2,6
401532600,2023,regular,8,Hawai'i,New Mexico,401532600101978501,13,Passing Touchdown,1,4,10,14,0,24,0,0,24,-10,8
401532600,2023,regular,8,Hawai'i,New Mexico,401532600101978501,13,Passing Touchdown,1,4,14,14,0,24,0,0,24,-10,8
401520355,2023,regular,9,Purdue,Nebraska,401520355102895601,17,Passing Touchdown,2,6,3,7,0,12,3,6,21,-14,5
401520355,2023,regular,9,Purdue,Nebraska,401520355102895601,17,Passing Touchdown,2,6,7,7,0,12,3,6,21,-14,5
401520356,2023,regular,9,Maryland,Northwestern,401520356102988101,14,Field Goal Good,2,10,10,24,14,18,9,0,27,-3,9
401520359,2023,regular,9,Texas A&M,South Carolina,401520359101979501,13,Rushing Touchdown,1,4,3,7,0,6,3,0,9,-2,2
401520359,2023,regular,9,Texas A&M,South Carolina,401520359101979501,13,Rushing Touchdown,1,4,7,7,0,6,3,0,9,-2,2
401524040,2023,regular,9,Washington State,Arizona State,401524040102928501,10,Rushing Touchdown,2,6,3,14,7,12,3,0,15,-1,5
401524040,2023,regular,9,Washington State,Arizona State,401524040102928501,10,Rushing Touchdown,2,6,7,14,7,12,3,0,15,-1,5
401524041,2023,regular,9,USC,California,401524041102884401,8,Rushing Touchdown,2,8,3,21,17,18,6,0,24,-3,8
401525534,2023,regular,9,Clemson,NC State,401525534101928101,4,Passing Touchdown,1,4,3,7,0,6,0,6,12,-5,3
401525534,2023,regular,9,Clemson,NC State,401525534101928101,4,Passing Touchdown,1,4,7,7,0,6,0,6,12,-5,3
401525534,2023,regular,9,Clemson,NC State,401525534102878801,12,Field Goal Good,2,8,10,10,0,12,0,6,18,-8,3
401525538,2023,regular,9,Miami,Virginia,401525538101916701,13,Rushing Touchdown,1,2,3,7,0,9,0,0,9,-2,4
401525538,2023,regular,9,Miami,Virginia,401525538101916701,13,Rushing Touchdown,1,2,7,7,0,9,0,0,9,-2,4
401525874,2023,regular,9,Oklahoma,Kansas,401525874102859301,11,Rushing Touchdown,2,6,10,14,0,15,0,6,21,-7,10
401525874,2023,regular,9,Oklahoma,Kansas,401525874102859301,11,Rushing Touchdown,2,6,14,14,0,15,0,6,21,-7,10
401525878,2023,regular,9,UCF,West Virginia,401525878102899701,10,Rushing Touchdown,2,5,10,17,7,18,3,0,21,-4,6
401531899,2023,regular,9,Marshall,Coastal Carolina,401531899101938101,4,Passing Touchdown,1,3,7,10,0,6,6,0,12,-2,5
401531899,2023,regular,9,Marshall,Coastal Carolina,401531899101938101,4,Passing Touchdown,1,3,10,10,0,6,6,0,12,-2,5
401531900,2023,regular,9,James Madison,Old Dominion,401531900101886801,9,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,8
401531901,2023,regular,9,UL Monroe,Arkansas State,401531901101986301,6,Rushing Touchdown,1,7,3,7,3,12,0,0,12,-5,8
401531902,2023,regular,9,South Alabama,Louisiana,401531902102874101,16,Passing Touchdown,2,5,3,7,0,9,9,6,24,-17,3
401531902,2023,regular,9,South Alabama,Louisiana,401531902102874101,16,Passing Touchdown,2,5,7,7,0,9,9,6,24,-17,3
401531929,2023,regular,9,Georgia State,Georgia Southern,401531929102945701,11,Rushing Touchdown,2,9,10,17,7,18,3,6,27,-10,9
401532604,2023,regular,9,New Mexico,Nevada,401532604101965201,10,Field Goal Good,1,5,3,3,0,6,12,6,24,-21,6
401520378,2023,regular,10,Western Kentucky,UTEP,401520378102937001,14,Field Goal Good,2,8,3,3,0,9,0,0,9,-6,7
401524045,2023,regular,10,UCLA,Arizona,401524045101977201,11,Passing Touchdown,1,4,3,7,0,15,0,0,15,-8,7
401524045,2023,regular,10,UCLA,Arizona,401524045101977201,11,Passing Touchdown,1,4,7,7,0,15,0,0,15,-8,7
401525441,2023,regular,10,Notre Dame,Clemson,401525441101979101,8,Field Goal Good,1,7,7,10,3,6,0,6,12,-2,4
401525539,2023,regular,10,Duke,Wake Forest,401525539101928901,8,Rushing Touchdown,1,3,3,7,0,6,6,0,12,-5,3
401525539,2023,regular,10,Duke,Wake Forest,401525539101928901,8,Rushing Touchdown,1,3,7,7,0,6,6,0,12,-5,3
401525880,2023,regular,10,Baylor,Houston,401525880103938301,16,Field Goal Good,3,12,10,10,0,12,0,0,12,-2,6
401525882,2023,regular,10,Iowa State,Kansas,401525882101915901,11,Rushing Touchdown,1,2,3,7,0,6,0,6,12,-5,7
401525882,2023,regular,10,Iowa State,Kansas,401525882101915901,11,Rushing Touchdown,1,2,7,7,0,6,0,6,12,-5,7
401531383,2023,regular,10,Florida Atlantic,UAB,401531383101998801,7,Passing Touchdown,1,5,3,7,0,18,0,6,24,-17,6
401531383,2023,regular,10,Florida Atlantic,UAB,401531383101998801,7,Passing Touchdown,1,5,7,7,0,18,0,6,24,-17,6
401531392,2023,regular,10,Navy,Temple,401531392101968101,8,Field Goal Good,1,3,10,10,0,12,0,0,12,-2,2
401531908,2023,regular,10,Louisiana,Arkansas State,401531908102886901,15,Field Goal Good,2,6,10,17,7,12,3,6,21,-4,7
401532433,2023,regular,10,Northern Illinois,Central Michigan,401532433101877501,7,Rushing Touchdown,1,2,3,7,0,12,0,0,12,-5,10
401532433,2023,regular,10,Northern Illinois,Central Michigan,401532433101877501,7,Rushing Touchdown,1,2,7,7,0,12,0,0,12,-5,10
401532610,2023,regular,10,Nevada,Hawai'i,401532610102874401,6,Field Goal Good,2,7,3,3,0,0,6,0,6,-3,4
401520383,2023,regular,11,Illinois,Indiana,401520383101964501,10,Rushing Touchdown,1,5,3,7,3,24,0,0,24,-17,12
401520387,2023,regular,11,Louisiana Tech,Sam Houston,401520387102896901,8,Rushing Touchdown,2,9,10,14,3,24,0,6,30,-16,8
401520387,2023,regular,11,Louisiana Tech,Sam Houston,401520387103895201,7,Passing Touchdown,3,15,14,21,6,18,0,6,24,-3,8
401520391,2023,regular,11,Tennessee,Missouri,401520391102858301,23,Field Goal Good,2,3,3,3,0,24,0,6,30,-27,14
401520394,2023,regular,11,Michigan,Penn State,401520394101978201,14,Field Goal Good,1,4,3,3,0,6,6,0,12,-9,1
401520398,2023,regular,11,Wisconsin,Northwestern,401520398101958701,13,Passing Touchdown,1,2,3,7,3,12,0,0,12,-5,5
401524056,2023,regular,11,Washington,Utah,401524056102909901,14,Passing Touchdown,2,7,3,14,10,18,0,0,18,-4,6
401525887,2023,regular,11,Houston,Cincinnati,401525887103917401,13,Field Goal Good,3,14,10,17,7,12,6,0,18,-1,5
401525888,2023,regular,11,Kansas,Texas Tech,401525888101967501,14,Field Goal Good,1,4,10,10,0,3,9,0,12,-2,2
401525891,2023,regular,11,Texas,TCU,401525891101925801,7,Field Goal Good,1,4,3,3,0,6,0,0,6,-3,6
401531384,2023,regular,11,UAB,Navy,401531384104899101,24,Rushing Touchdown,4,17,10,17,6,12,3,6,21,-4,7
401531408,2023,regular,11,Memphis,Charlotte,401531408102907201,11,Rushing Touchdown,2,10,3,10,7,24,3,0,27,-17,7
401531408,2023,regular,11,Memphis,Charlotte,401531408102978101,8,Rushing Touchdown,2,12,7,17,7,18,3,0,21,-4,5
401531408,2023,regular,11,Memphis,Charlotte,401531408102978101,8,Rushing Touchdown,2,12,10,17,7,18,3,0,21,-4,5
401531416,2023,regular,11,Florida Atlantic,East Carolina,401531416102859101,13,Field Goal Good,2,8,10,10,0,12,6,0,18,-8,3
401531913,2023,regular,11,Georgia State,App State,401531913101987201,4,Rushing Touchdown,1,4,3,7,0,18,0,0,18,-11,7
401531913,2023,regular,11,Georgia State,App State,401531913101987201,4,Rushing Touchdown,1,4,7,7,0,18,0,0,18,-11,7
401531913,2023,regular,11,Georgia State,App State,401531913102928101,6,Passing Touchdown,2,10,21,21,0,24,0,0,24,-3,8
401531916,2023,regular,11,South Alabama,Arkansas State,401531916101908101,11,Field Goal Good,1,2,3,3,0,9,0,0,9,-6,5
401520410,2023,regular,12,Michigan,Maryland,401520410101937001,11,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,3
401520423,2023,regular,12,Western Kentucky,Sam Houston,401520423102907801,11,Rushing Touchdown,2,10,3,13,7,9,6,0,15,-2,4
401524062,2023,regular,12,USC,UCLA,401524062101908401,7,Rushing Touchdown,1,2,3,7,0,0,6,6,12,-5,4
401524062,2023,regular,12,USC,UCLA,401524062101908401,7,Rushing Touchdown,1,2,7,7,0,0,6,6,12,-5,4
401525555,2023,regular,12,Duke,Virginia,401525555101927001,9,Passing Touchdown,1,3,3,7,0,12,0,0,12,-5,9
401525555,2023,regular,12,Duke,Virginia,401525555101927001,9,Passing Touchdown,1,3,7,7,0,12,0,0,12,-5,9
401525558,2023,regular,12,Miami,Louisville,401525558101919701,9,Passing Touchdown,1,2,3,7,0,12,0,0,12,-5,7
401525558,2023,regular,12,Miami,Louisville,401525558101919701,9,Passing Touchdown,1,2,7,7,0,12,0,0,12,-5,7
401525559,2023,regular,12,Virginia Tech,NC State,401525559102879501,9,Passing Touchdown,2,6,3,7,0,12,0,0,12,-5,6
401525559,2023,regular,12,Virginia Tech,NC State,401525559102879501,9,Passing Touchdown,2,6,7,7,0,12,0,0,12,-5,6
401525894,2023,regular,12,Oklahoma State,Houston,401525894101925601,5,Interception Return Touchdown,1,3,3,7,0,6,0,2,8,-1,6
401525894,2023,regular,12,Oklahoma State,Houston,401525894101925601,5,Interception Return Touchdown,1,3,7,7,0,6,0,2,8,-1,6
401525895,2023,regular,12,Texas,Iowa State,401525895101967201,14,Field Goal Good,1,4,3,3,0,12,0,0,12,-9,3
401531918,2023,regular,12,James Madison,App State,401531918101974401,9,Field Goal Good,1,5,3,3,0,6,0,0,6,-3,4
401531919,2023,regular,12,Texas State,Arkansas State,401531919101979601,16,Rushing Touchdown,1,4,3,14,10,30,6,24,60,-46,8
401531921,2023,regular,12,Troy,Louisiana,401531921101975801,10,Passing Touchdown,1,4,3,7,0,12,3,0,15,-8,6
401531921,2023,regular,12,Troy,Louisiana,401531921101975801,10,Passing Touchdown,1,4,7,7,0,12,3,0,15,-8,6
401520429,2023,regular,13,Florida State,Florida,401520429102856801,16,Rushing Touchdown,2,3,3,7,0,6,0,2,8,-1,4
401520429,2023,regular,13,Florida State,Florida,401520429102856801,16,Rushing Touchdown,2,3,7,7,0,6,0,2,8,-1,4
401520431,2023,regular,13,Illinois,Northwestern,401520431101914501,5,Passing Touchdown,1,4,3,7,0,0,9,6,15,-8,3
401520431,2023,regular,13,Illinois,Northwestern,401520431101914501,5,Passing Touchdown,1,4,7,7,0,0,9,6,15,-8,3
401520431,2023,regular,13,Illinois,Northwestern,401520431102865601,14,Rushing Touchdown,2,6,10,14,3,12,15,6,33,-19,6
401520443,2023,regular,13,Massachusetts,UConn,401520443102865701,7,Field Goal Good,2,7,7,9,0,6,0,6,12,-3,5
401524066,2023,regular,13,UCLA,California,401524066101947401,8,Field Goal Good,1,2,3,3,0,0,12,6,18,-15,5
401525561,2023,regular,13,Duke,Pittsburgh,401525561102908601,16,Passing Touchdown,2,5,3,10,3,6,6,0,12,-2,4
401525561,2023,regular,13,Duke,Pittsburgh,401525561102908601,16,Passing Touchdown,2,5,7,10,3,6,6,0,12,-2,4
401525562,2023,regular,13,North Carolina,NC State,401525562102874301,12,Passing Touchdown,2,6,7,13,0,21,0,0,21,-8,9
401525562,2023,regular,13,North Carolina,NC State,401525562102874301,12,Passing Touchdown,2,6,10,13,0,21,0,0,21,-8,9
401531928,2023,regular,13,South Alabama,Texas State,401531928101915201,6,Passing Touchdown,1,4,10,14,0,6,0,12,18,-4,7
401531928,2023,regular,13,South Alabama,Texas State,401531928101915201,6,Passing Touchdown,1,4,14,14,0,6,0,12,18,-4,7
401531928,2023,regular,13,South Alabama,Texas State,401531928101966101,9,Rushing Touchdown,1,6,21,21,0,21,0,12,33,-12,9
401532449,2023,regular,13,Buffalo,Eastern Michigan,401532449102914101,11,Passing Touchdown,2,9,10,14,0,15,0,0,15,-1,8
401532449,2023,regular,13,Buffalo,Eastern Michigan,401532449102914101,11,Passing Touchdown,2,9,14,14,0,15,0,0,15,-1,8
401532453,2023,regular,13,Northern Illinois,Kent State,401532453102994501,18,Field Goal Good,2,10,7,17,10,21,0,0,21,-4,6
401532628,2023,regular,13,UNLV,San José State,401532628101904201,8,Field Goal Good,1,2,10,10,0,12,0,0,12,-2,6
401539477,2023,regular,14,Tulane,SMU,401539477102986701,11,Passing Touchdown,2,13,3,14,7,15,0,0,15,-1,7
401539477,2023,regular,14,Tulane,SMU,401539477102986701,11,Passing Touchdown,2,13,7,14,7,15,0,0,15,-1,7
401539478,2023,regular,14,Louisville,Florida State,401539478102896701,13,Field Goal Good,2,10,3,3,0,9,3,0,12,-9,4
401539483,2023,regular,14,Georgia,Alabama,401539483102879501,12,Passing Touchdown,2,7,3,10,7,6,6,0,12,-2,5
401539483,2023,regular,14,Georgia,Alabama,401539483102995101,13,Passing Touchdown,2,9,7,17,7,12,6,0,18,-1,6
401539483,2023,regular,14,Georgia,Alabama,401539483102995101,13,Passing Touchdown,2,9,10,17,7,12,6,0,18,-1,6
401677077,2024,postseason,1,South Alabama,Western Michigan,401677077102854901,14,Field Goal Good,2,4,10,10,0,18,0,0,18,-8,6
